2021 Aug 06 12:33:34
                     Time,      [CH4]_ppm,   [CH4]_ppm_se,      [H2O]_ppm,   [H2O]_ppm_se,      [CO2]_ppm,   [CO2]_ppm_se,      GasP_torr,   GasP_torr_se,         GasT_C,      GasT_C_se,         AmbT_C,      AmbT_C_se,         RD0_us,      RD0_us_se,         RD1_us,      RD1_us_se,       Fit_Flag
    08/06/21 13:16:51.772,    2.04387e+00,    6.40099e-04,    1.65961e+04,    4.80497e+01,    4.19898e+02,    1.06209e+00,    1.40485e+02,    7.61423e-03,    3.08011e+01,    1.23125e-03,    1.05425e+02,    1.23301e-02,    9.61625e+00,    1.26546e-03,    8.38431e+00,    6.67213e-04,              3
    08/06/21 13:17:01.968,    2.03609e+00,    4.75247e-04,    1.69805e+04,    3.28214e+01,    4.32688e+02,    1.12990e+00,    1.40490e+02,    6.65121e-03,    3.08071e+01,    1.00594e-03,    1.05362e+02,    9.24307e-03,    9.61873e+00,    1.71271e-03,    8.38333e+00,    1.27296e-03,              3
    08/06/21 13:17:11.969,    2.03202e+00,    6.59636e-04,    1.72903e+04,    2.57765e+01,    4.45077e+02,    1.17914e+00,    1.40476e+02,    6.45782e-03,    3.08165e+01,    1.07662e-03,    1.05274e+02,    9.32610e-03,    9.61672e+00,    1.07766e-03,    8.38462e+00,    8.33514e-04,              3
    08/06/21 13:17:22.062,    2.02649e+00,    5.59651e-04,    1.75271e+04,    2.62185e+01,    4.58067e+02,    1.09530e+00,    1.40489e+02,    5.21056e-03,    3.08187e+01,    1.66020e-03,    1.05253e+02,    1.43641e-02,    9.61402e+00,    1.51132e-03,    8.38516e+00,    8.46986e-04,              3
    08/06/21 13:17:32.120,    2.02100e+00,    4.82560e-04,    1.77038e+04,    1.83108e+01,    4.70901e+02,    1.13536e+00,    1.40479e+02,    6.46211e-03,    3.08287e+01,    1.22367e-03,    1.05167e+02,    1.19422e-02,    9.61718e+00,    1.21091e-03,    8.38220e+00,    1.12499e-03,              3
    08/06/21 13:17:42.193,    2.01634e+00,    5.71396e-04,    1.78722e+04,    1.70755e+01,    4.83638e+02,    1.27329e+00,    1.40484e+02,    3.74435e-03,    3.08330e+01,    1.62380e-03,    1.05144e+02,    1.80056e-02,    9.61689e+00,    9.03950e-04,    8.38431e+00,    1.33888e-03,              3
    08/06/21 13:17:52.260,    2.01122e+00,    4.84418e-04,    1.80144e+04,    1.54225e+01,    4.97310e+02,    1.19010e+00,    1.40489e+02,    6.82832e-03,    3.08387e+01,    7.40848e-04,    1.05083e+02,    6.82630e-03,    9.61741e+00,    1.11827e-03,    8.38277e+00,    1.29548e-03,              3
    08/06/21 13:18:02.331,    2.00619e+00,    5.57897e-04,    1.81486e+04,    1.39362e+01,    5.10400e+02,    1.22539e+00,    1.40480e+02,    7.58911e-03,    3.08484e+01,    1.85967e-03,    1.04991e+02,    1.70357e-02,    9.61549e+00,    1.36775e-03,    8.38422e+00,    8.57568e-04,              3
    08/06/21 13:18:12.325,    2.00181e+00,    5.93952e-04,    1.82602e+04,    1.38911e+01,    5.24074e+02,    1.29518e+00,    1.40483e+02,    7.39657e-03,    3.08537e+01,    1.98646e-03,    1.04951e+02,    1.81147e-02,    9.61543e+00,    1.00522e-03,    8.38473e+00,    1.24712e-03,              3
    08/06/21 13:18:22.444,    1.99625e+00,    6.63575e-04,    1.83734e+04,    9.08712e+00,    5.38444e+02,    1.24170e+00,    1.40489e+02,    4.63847e-03,    3.08596e+01,    1.35480e-03,    1.04898e+02,    1.33880e-02,    9.61525e+00,    7.59974e-04,    8.38280e+00,    9.49671e-04,              3
    08/06/21 13:18:32.504,    1.99155e+00,    6.72061e-04,    1.84372e+04,    1.12691e+01,    5.52443e+02,    1.35388e+00,    1.40482e+02,    7.11550e-03,    3.08726e+01,    1.13195e-03,    1.04778e+02,    9.33333e-03,    9.61691e+00,    1.32763e-03,    8.38565e+00,    1.23208e-03,              3
    08/06/21 13:18:42.444,    1.98668e+00,    5.64210e-04,    1.85356e+04,    8.52694e+00,    5.66935e+02,    1.21754e+00,    1.40479e+02,    5.20866e-03,    3.08761e+01,    7.10289e-04,    1.04759e+02,    4.08436e-03,    9.61713e+00,    8.20430e-04,    8.38219e+00,    6.97958e-04,              3
    08/06/21 13:18:52.654,    1.98110e+00,    5.30278e-04,    1.85954e+04,    1.20497e+01,    5.79976e+02,    1.21791e+00,    1.40498e+02,    7.32798e-03,    3.08786e+01,    1.74805e-03,    1.04730e+02,    1.78362e-02,    9.61736e+00,    9.89935e-04,    8.37805e+00,    9.10452e-04,              3
    08/06/21 13:19:02.688,    1.97791e+00,    5.23335e-04,    1.86731e+04,    1.24514e+01,    5.93380e+02,    1.24583e+00,    1.40473e+02,    5.26941e-03,    3.08907e+01,    9.49180e-04,    1.04630e+02,    7.55862e-03,    9.61482e+00,    9.12447e-04,    8.38323e+00,    1.37743e-03,              3
    08/06/21 13:19:12.800,    1.97133e+00,    5.36018e-04,    1.87435e+04,    1.64296e+01,    6.07332e+02,    1.32988e+00,    1.40480e+02,    5.36498e-03,    3.08958e+01,    1.01544e-03,    1.04601e+02,    1.07235e-02,    9.61853e+00,    1.20947e-03,    8.38313e+00,    7.72601e-04,              3
    08/06/21 13:19:22.892,    1.96692e+00,    7.07201e-04,    1.88108e+04,    7.40406e+00,    6.20862e+02,    1.22456e+00,    1.40480e+02,    5.58722e-03,    3.09004e+01,    1.51460e-03,    1.04551e+02,    1.45011e-02,    9.61816e+00,    7.92750e-04,    8.38054e+00,    9.94541e-04,              3
    08/06/21 13:19:32.939,    1.96240e+00,    5.37107e-04,    1.88778e+04,    1.41285e+01,    6.33916e+02,    1.26971e+00,    1.40483e+02,    6.43634e-03,    3.09068e+01,    1.98388e-03,    1.04487e+02,    1.70612e-02,    9.61735e+00,    1.33045e-03,    8.38303e+00,    1.10277e-03,              3
    08/06/21 13:19:42.959,    1.95815e+00,    5.58784e-04,    1.89142e+04,    1.29699e+01,    6.47415e+02,    1.12769e+00,    1.40492e+02,    7.40068e-03,    3.09119e+01,    1.85711e-03,    1.04452e+02,    1.84500e-02,    9.61416e+00,    7.41563e-04,    8.38231e+00,    9.75444e-04,              3
    08/06/21 13:19:53.051,    1.95367e+00,    4.99610e-04,    1.89407e+04,    1.13345e+01,    6.59018e+02,    1.03767e+00,    1.40484e+02,    7.24211e-03,    3.09195e+01,    1.57438e-03,    1.04387e+02,    1.40221e-02,    9.61628e+00,    6.78412e-04,    8.38277e+00,    1.15099e-03,              3
    08/06/21 13:20:03.062,    1.94988e+00,    6.30491e-04,    1.89987e+04,    6.60095e+00,    6.71492e+02,    1.25871e+00,    1.40486e+02,    6.78867e-03,    3.09283e+01,    1.27184e-03,    1.04319e+02,    1.50202e-02,    9.61563e+00,    7.83330e-04,    8.38138e+00,    1.05863e-03,              3
    08/06/21 13:20:13.147,    1.94487e+00,    6.35172e-04,    1.90156e+04,    7.47726e+00,    6.84942e+02,    1.09364e+00,    1.40483e+02,    7.25102e-03,    3.09344e+01,    8.36578e-04,    1.04266e+02,    1.25563e-02,    9.61748e+00,    8.70725e-04,    8.38342e+00,    8.77266e-04,              3
    08/06/21 13:20:23.360,    1.95932e+00,    5.80785e-03,    1.89315e+04,    4.86526e+01,    6.47185e+02,    1.61847e+01,    1.40488e+02,    5.82818e-03,    3.09403e+01,    1.53426e-03,    1.04213e+02,    1.46584e-02,    9.61587e+00,    1.32141e-03,    8.38074e+00,    1.43451e-03,              3
    08/06/21 13:20:33.079,    2.01412e+00,    2.38957e-03,    1.80164e+04,    8.61264e+01,    4.94987e+02,    6.26744e+00,    1.40492e+02,    6.01610e-03,    3.09404e+01,    5.18130e-04,    1.04180e+02,    8.45805e-03,    9.61765e+00,    1.29872e-03,    8.38375e+00,    9.23152e-04,              3
    08/06/21 13:20:42.909,    2.02740e+00,    3.20693e-04,    1.73873e+04,    3.13667e+01,    4.62561e+02,    7.33217e-01,    1.40488e+02,    6.85440e-03,    3.09462e+01,    3.72137e-04,    1.04116e+02,    6.89970e-03,    9.61555e+00,    1.16578e-03,    8.38339e+00,    9.46336e-04,              3
    08/06/21 13:20:52.940,    2.02540e+00,    4.53621e-04,    1.73045e+04,    1.36977e+01,    4.77972e+02,    2.61315e+00,    1.40483e+02,    4.22626e-03,    3.09516e+01,    1.58817e-03,    1.04065e+02,    1.33592e-02,    9.61758e+00,    1.39232e-03,    8.38507e+00,    1.09141e-03,              3
    08/06/21 13:21:03.033,    2.02272e+00,    2.16351e-04,    1.75084e+04,    2.29559e+01,    5.00242e+02,    1.64492e+00,    1.40480e+02,    5.68511e-03,    3.09608e+01,    1.34067e-03,    1.03987e+02,    1.32871e-02,    9.61395e+00,    1.08652e-03,    8.38417e+00,    1.07761e-03,              3
    08/06/21 13:21:13.131,    2.02144e+00,    4.57084e-04,    1.77228e+04,    2.20059e+01,    5.11618e+02,    4.04435e-01,    1.40489e+02,    6.88093e-03,    3.09665e+01,    1.63985e-03,    1.03942e+02,    1.50647e-02,    9.61735e+00,    9.84102e-04,    8.38538e+00,    1.11555e-03,              3
    08/06/21 13:21:23.226,    2.03958e+00,    3.07434e-03,    1.72686e+04,    1.32920e+02,    4.52839e+02,    1.00461e+01,    1.40481e+02,    4.10442e-03,    3.09731e+01,    1.33398e-03,    1.03884e+02,    1.12238e-02,    9.61768e+00,    1.03998e-03,    8.38421e+00,    8.68762e-04,              3
    08/06/21 13:21:33.316,    2.05952e+00,    6.39454e-04,    1.58579e+04,    8.73543e+01,    3.96387e+02,    2.20327e+00,    1.40479e+02,    3.19891e-03,    3.09773e+01,    1.39309e-03,    1.03838e+02,    1.27750e-02,    9.61847e+00,    1.09314e-03,    8.38727e+00,    4.92257e-04,              3
    08/06/21 13:21:43.417,    2.06082e+00,    2.84019e-04,    1.53800e+04,    1.50268e+01,    4.03061e+02,    9.11772e-01,    1.40480e+02,    5.81368e-03,    3.09823e+01,    1.29130e-03,    1.03793e+02,    9.84300e-03,    9.61698e+00,    1.19161e-03,    8.38522e+00,    1.28183e-03,              3
    08/06/21 13:21:53.505,    2.05909e+00,    3.20008e-04,    1.53385e+04,    6.96188e+00,    4.12725e+02,    2.74618e+00,    1.40486e+02,    8.09425e-03,    3.09876e+01,    1.11021e-03,    1.03756e+02,    1.38992e-02,    9.61685e+00,    7.59387e-04,    8.38759e+00,    9.06737e-04,              3
    08/06/21 13:22:03.575,    2.05902e+00,    3.96357e-04,    1.53483e+04,    1.05096e+01,    4.15384e+02,    3.29821e+00,    1.40480e+02,    6.50412e-03,    3.09939e+01,    1.31429e-03,    1.03691e+02,    1.30217e-02,    9.61794e+00,    1.38306e-03,    8.38755e+00,    8.39620e-04,              3
    08/06/21 13:22:13.646,    2.05974e+00,    2.60096e-04,    1.52167e+04,    1.45373e+01,    3.94888e+02,    1.31281e-01,    1.40484e+02,    8.18456e-03,    3.09978e+01,    1.50121e-03,    1.03650e+02,    1.57419e-02,    9.61853e+00,    1.10756e-03,    8.38702e+00,    7.38553e-04,              3
    08/06/21 13:22:23.745,    2.05763e+00,    5.09698e-04,    1.52935e+04,    1.45908e+01,    3.98316e+02,    7.01035e-01,    1.40492e+02,    7.55689e-03,    3.10022e+01,    1.35336e-03,    1.03620e+02,    1.59091e-02,    9.61754e+00,    1.52173e-03,    8.38706e+00,    1.15335e-03,              3
    08/06/21 13:22:33.819,    2.05355e+00,    5.08491e-04,    1.55589e+04,    3.25481e+01,    4.12088e+02,    9.98631e-01,    1.40482e+02,    3.96006e-03,    3.10088e+01,    1.27892e-03,    1.03554e+02,    1.14822e-02,    9.61986e+00,    1.12229e-03,    8.38738e+00,    7.07971e-04,              3
    08/06/21 13:22:43.910,    2.05336e+00,    5.22612e-04,    1.57801e+04,    2.77820e+01,    4.09761e+02,    6.20188e-01,    1.40479e+02,    4.40787e-03,    3.10150e+01,    1.18811e-03,    1.03517e+02,    1.17657e-02,    9.61592e+00,    9.79576e-04,    8.38511e+00,    8.47542e-04,              3
    08/06/21 13:22:53.991,    2.04951e+00,    3.90351e-04,    1.63503e+04,    4.10154e+01,    4.10287e+02,    8.17082e-01,    1.40479e+02,    3.48357e-03,    3.10200e+01,    1.11853e-03,    1.03472e+02,    1.36467e-02,    9.61885e+00,    1.06713e-03,    8.38667e+00,    9.28235e-04,              3
    08/06/21 13:23:04.068,    2.04443e+00,    8.69535e-04,    1.68212e+04,    5.53362e+01,    4.21632e+02,    1.53390e+00,    1.40479e+02,    5.47683e-03,    3.10259e+01,    1.11155e-03,    1.03415e+02,    8.38731e-03,    9.61798e+00,    1.10870e-03,    8.38317e+00,    1.02600e-03,              3
    08/06/21 13:23:14.167,    2.04257e+00,    3.87287e-04,    1.73353e+04,    3.28856e+01,    4.34873e+02,    1.00507e+00,    1.40488e+02,    6.33361e-03,    3.10302e+01,    1.25060e-03,    1.03388e+02,    1.22731e-02,    9.61697e+00,    1.06465e-03,    8.38521e+00,    1.19554e-03,              3
    08/06/21 13:23:24.267,    2.04912e+00,    1.26713e-03,    1.74318e+04,    1.85107e+01,    4.28100e+02,    2.34021e+00,    1.40490e+02,    6.54803e-03,    3.10345e+01,    8.36406e-04,    1.03329e+02,    8.62733e-03,    9.61826e+00,    1.33669e-03,    8.38386e+00,    9.16329e-04,              3
    08/06/21 13:23:34.351,    2.06034e+00,    1.53134e-03,    1.71589e+04,    2.66951e+01,    4.08561e+02,    6.72273e-01,    1.40491e+02,    8.20553e-03,    3.10410e+01,    1.10823e-03,    1.03282e+02,    1.16791e-02,    9.61864e+00,    1.21579e-03,    8.38450e+00,    1.17946e-03,              3
    08/06/21 13:23:44.444,    2.07225e+00,    9.26258e-04,    1.71377e+04,    2.02384e+01,    4.25690e+02,    3.87492e+00,    1.40488e+02,    7.48202e-03,    3.10484e+01,    8.90053e-04,    1.03224e+02,    1.06481e-02,    9.61559e+00,    1.08237e-03,    8.38693e+00,    6.82004e-04,              3
    08/06/21 13:23:54.528,    2.05765e+00,    1.46724e-03,    1.76478e+04,    5.95239e+01,    4.77877e+02,    4.77438e+00,    1.40486e+02,    5.58934e-03,    3.10526e+01,    1.57437e-03,    1.03172e+02,    1.74855e-02,    9.61966e+00,    1.04729e-03,    8.38395e+00,    8.38746e-04,              3
    08/06/21 13:24:04.601,    2.05083e+00,    1.96868e-04,    1.82753e+04,    5.54599e+01,    4.93422e+02,    6.79239e-01,    1.40492e+02,    5.14347e-03,    3.10542e+01,    1.54832e-03,    1.03157e+02,    1.31602e-02,    9.61789e+00,    1.18084e-03,    8.38399e+00,    9.62532e-04,              3
    08/06/21 13:24:14.695,    2.04573e+00,    9.47775e-04,    1.87634e+04,    3.72393e+01,    5.00389e+02,    1.75357e+00,    1.40478e+02,    2.24234e-03,    3.10628e+01,    8.26996e-04,    1.03087e+02,    7.54249e-03,    9.61699e+00,    1.00492e-03,    8.38207e+00,    9.30995e-04,              3
    08/06/21 13:24:24.786,    2.03794e+00,    5.58162e-04,    1.90949e+04,    3.16759e+01,    5.21559e+02,    1.86776e+00,    1.40486e+02,    7.26552e-03,    3.10640e+01,    1.05286e-03,    1.03086e+02,    1.26352e-02,    9.61630e+00,    1.11016e-03,    8.38157e+00,    1.00188e-03,              3
    08/06/21 13:24:34.865,    2.03401e+00,    1.77254e-04,    1.92628e+04,    8.54281e+00,    5.33695e+02,    1.35466e-01,    1.40483e+02,    4.29738e-03,    3.10708e+01,    1.32902e-03,    1.03032e+02,    1.32357e-02,    9.61632e+00,    8.93094e-04,    8.38166e+00,    1.33322e-03,              3
    08/06/21 13:24:44.957,    2.03416e+00,    4.62210e-04,    1.91357e+04,    2.44269e+01,    5.15938e+02,    3.51823e+00,    1.40479e+02,    5.08335e-03,    3.10766e+01,    1.29487e-03,    1.02978e+02,    1.20430e-02,    9.61748e+00,    1.45773e-03,    8.38395e+00,    9.07665e-04,              3
    08/06/21 13:24:55.105,    2.03233e+00,    4.46492e-04,    1.88890e+04,    1.71312e+01,    5.05689e+02,    3.62768e-01,    1.40481e+02,    6.59904e-03,    3.10851e+01,    1.84169e-03,    1.02926e+02,    1.37550e-02,    9.61761e+00,    1.08764e-03,    8.38067e+00,    1.69927e-03,              3
    08/06/21 13:25:05.275,    2.03109e+00,    2.97558e-04,    1.88316e+04,    1.17328e+01,    5.06036e+02,    3.65776e-01,    1.40472e+02,    5.27529e-03,    3.10949e+01,    1.51498e-03,    1.02853e+02,    1.49029e-02,    9.61844e+00,    1.14256e-03,    8.38073e+00,    1.42893e-03,              3
    08/06/21 13:25:15.255,    2.02999e+00,    1.63488e-04,    1.89196e+04,    1.02063e+01,    5.12325e+02,    1.06372e+00,    1.40483e+02,    6.10399e-03,    3.10984e+01,    1.44010e-03,    1.02843e+02,    1.12686e-02,    9.61538e+00,    1.08543e-03,    8.38393e+00,    1.39428e-03,              3
    08/06/21 13:25:25.289,    2.02569e+00,    4.90251e-04,    1.89955e+04,    1.46224e+01,    5.24206e+02,    1.12174e+00,    1.40478e+02,    5.98463e-03,    3.11041e+01,    1.78313e-03,    1.02774e+02,    1.93496e-02,    9.61971e+00,    1.35722e-03,    8.38251e+00,    1.38797e-03,              3
    08/06/21 13:25:35.401,    2.02135e+00,    9.00821e-04,    1.91020e+04,    1.34850e+01,    5.42566e+02,    2.89859e+00,    1.40480e+02,    5.80227e-03,    3.11069e+01,    1.77227e-03,    1.02772e+02,    1.67406e-02,    9.61935e+00,    1.57154e-03,    8.38160e+00,    8.32327e-04,              3
    08/06/21 13:25:45.552,    2.01524e+00,    6.22985e-04,    1.92022e+04,    1.21329e+01,    5.71024e+02,    2.62563e+00,    1.40484e+02,    5.63015e-03,    3.11158e+01,    1.44652e-03,    1.02681e+02,    1.27832e-02,    9.61925e+00,    9.62208e-04,    8.38321e+00,    1.23261e-03,              3
    08/06/21 13:25:55.472,    2.00943e+00,    5.00753e-04,    1.93225e+04,    1.10680e+01,    5.94927e+02,    9.20158e-01,    1.40481e+02,    6.34355e-03,    3.11199e+01,    1.12748e-03,    1.02647e+02,    9.10739e-03,    9.61898e+00,    1.63925e-03,    8.38268e+00,    8.08460e-04,              3
    08/06/21 13:26:05.468,    2.00543e+00,    6.48349e-04,    1.93909e+04,    9.65878e+00,    6.15611e+02,    2.82109e+00,    1.40484e+02,    7.14323e-03,    3.11245e+01,    1.37103e-03,    1.02606e+02,    1.31168e-02,    9.61892e+00,    1.28781e-03,    8.38069e+00,    1.34701e-03,              3
    08/06/21 13:26:15.573,    1.99927e+00,    6.28643e-04,    1.94530e+04,    1.31956e+01,    6.45193e+02,    2.64505e+00,    1.40482e+02,    5.12730e-03,    3.11323e+01,    8.85751e-04,    1.02526e+02,    7.19007e-03,    9.61800e+00,    1.48112e-03,    8.38152e+00,    1.42211e-03,              3
    08/06/21 13:26:25.678,    1.99452e+00,    5.68612e-04,    1.95156e+04,    6.08055e+00,    6.69063e+02,    1.04623e+00,    1.40482e+02,    7.23418e-03,    3.11346e+01,    1.79736e-03,    1.02514e+02,    1.92517e-02,    9.61688e+00,    1.06690e-03,    8.38025e+00,    1.64173e-03,              3
    08/06/21 13:26:35.686,    1.98967e+00,    6.68937e-04,    1.95523e+04,    8.20386e+00,    6.88156e+02,    2.07085e+00,    1.40492e+02,    5.12584e-03,    3.11383e+01,    1.35800e-03,    1.02485e+02,    1.07941e-02,    9.61778e+00,    9.76794e-04,    8.38178e+00,    7.94665e-04,              3
    08/06/21 13:26:45.778,    1.98372e+00,    5.64689e-04,    1.95940e+04,    9.06315e+00,    7.12283e+02,    2.30024e+00,    1.40482e+02,    7.01824e-03,    3.11490e+01,    1.70461e-03,    1.02388e+02,    1.91299e-02,    9.62107e+00,    1.11359e-03,    8.38019e+00,    9.74604e-04,              3
    08/06/21 13:26:55.871,    1.97853e+00,    6.02617e-04,    1.96310e+04,    1.11140e+01,    7.41978e+02,    2.39951e+00,    1.40481e+02,    6.53901e-03,    3.11513e+01,    1.93174e-03,    1.02364e+02,    2.06652e-02,    9.61658e+00,    1.43481e-03,    8.38118e+00,    1.50150e-03,              3
    08/06/21 13:27:05.943,    1.97464e+00,    8.49642e-04,    1.96750e+04,    7.38735e+00,    7.62168e+02,    1.73538e+00,    1.40478e+02,    5.78421e-03,    3.11607e+01,    1.65258e-03,    1.02293e+02,    1.59234e-02,    9.61715e+00,    1.60978e-03,    8.38127e+00,    7.73769e-04,              3
    08/06/21 13:27:16.068,    1.97001e+00,    4.78057e-04,    1.96903e+04,    7.71144e+00,    7.82112e+02,    2.08010e+00,    1.40482e+02,    5.77197e-03,    3.11644e+01,    1.27221e-03,    1.02261e+02,    1.30461e-02,    9.61832e+00,    1.47604e-03,    8.38104e+00,    7.21966e-04,              3
    08/06/21 13:27:26.082,    1.96574e+00,    5.74356e-04,    1.97112e+04,    6.15007e+00,    8.03602e+02,    2.47927e+00,    1.40489e+02,    6.47428e-03,    3.11679e+01,    1.59899e-03,    1.02220e+02,    1.48836e-02,    9.61629e+00,    1.08671e-03,    8.37990e+00,    9.48351e-04,              3
    08/06/21 13:27:36.093,    1.95980e+00,    5.03672e-04,    1.97426e+04,    9.33960e+00,    8.33769e+02,    2.09652e+00,    1.40481e+02,    6.33505e-03,    3.11764e+01,    9.47190e-04,    1.02160e+02,    9.73531e-03,    9.61898e+00,    1.24459e-03,    8.38109e+00,    7.63175e-04,              3
    08/06/21 13:27:46.106,    1.95597e+00,    7.10965e-04,    1.97455e+04,    1.30472e+01,    8.53643e+02,    1.92208e+00,    1.40479e+02,    6.15653e-03,    3.11830e+01,    1.04444e-03,    1.02093e+02,    1.29055e-02,    9.61743e+00,    1.35090e-03,    8.37998e+00,    1.30405e-03,              3
    08/06/21 13:27:56.278,    1.95102e+00,    4.83313e-04,    1.97544e+04,    7.21214e+00,    8.77100e+02,    1.84497e+00,    1.40490e+02,    6.39261e-03,    3.11887e+01,    9.42376e-04,    1.02045e+02,    8.30991e-03,    9.61876e+00,    1.14712e-03,    8.38116e+00,    1.31420e-03,              3
    08/06/21 13:28:06.286,    1.94674e+00,    5.25343e-04,    1.97857e+04,    1.05256e+01,    8.95742e+02,    2.10214e+00,    1.40491e+02,    4.80130e-03,    3.11907e+01,    2.10046e-03,    1.02031e+02,    1.93785e-02,    9.61878e+00,    1.19403e-03,    8.37889e+00,    1.50854e-03,              3
    08/06/21 13:28:16.293,    1.94182e+00,    6.02419e-04,    1.97844e+04,    9.82460e+00,    9.20032e+02,    2.36370e+00,    1.40489e+02,    5.62686e-03,    3.11976e+01,    1.41949e-03,    1.01978e+02,    1.33873e-02,    9.61846e+00,    9.96036e-04,    8.38093e+00,    6.86398e-04,              3
    08/06/21 13:28:26.571,    1.93752e+00,    4.52317e-04,    1.97830e+04,    8.35148e+00,    9.42877e+02,    1.80900e+00,    1.40480e+02,    5.99818e-03,    3.12075e+01,    1.45311e-03,    1.01880e+02,    1.41129e-02,    9.61945e+00,    1.09523e-03,    8.38085e+00,    1.07443e-03,              3
    08/06/21 13:28:36.482,    1.93305e+00,    7.87564e-04,    1.98005e+04,    7.31041e+00,    9.64969e+02,    1.78164e+00,    1.40486e+02,    5.92455e-03,    3.12113e+01,    7.53654e-04,    1.01847e+02,    8.18798e-03,    9.61651e+00,    1.50745e-03,    8.38032e+00,    1.64329e-03,              3
    08/06/21 13:28:46.488,    1.92997e+00,    4.62278e-04,    1.98321e+04,    1.54466e+01,    9.84886e+02,    1.80548e+00,    1.40488e+02,    5.19897e-03,    3.12164e+01,    9.63085e-04,    1.01810e+02,    9.14232e-03,    9.61654e+00,    2.69537e-03,    8.37670e+00,    2.49946e-03,              3
    08/06/21 13:28:56.587,    1.92814e+00,    2.22173e-03,    1.98204e+04,    2.40598e+01,    9.94765e+02,    5.99269e+00,    1.40478e+02,    4.09061e-03,    3.12249e+01,    1.39772e-03,    1.01736e+02,    1.22869e-02,    9.61712e+00,    4.63570e-03,    8.37917e+00,    5.08264e-03,              3
    08/06/21 13:29:06.665,    1.99299e+00,    6.45299e-03,    1.95919e+04,    5.39751e+01,    7.25111e+02,    2.64139e+01,    1.40475e+02,    6.14406e-03,    3.12325e+01,    1.70381e-03,    1.01702e+02,    1.77947e-02,    9.61268e+00,    2.93804e-03,    8.37403e+00,    2.26827e-03,              3
    08/06/21 13:29:16.711,    2.02236e+00,    1.42569e-03,    1.91256e+04,    2.68226e+01,    5.98763e+02,    2.87430e+00,    1.40491e+02,    5.42635e-03,    3.12359e+01,    1.76880e-03,    1.01643e+02,    1.41818e-02,    9.61694e+00,    2.87015e-03,    8.38287e+00,    3.06654e-03,              3
    08/06/21 13:29:26.784,    2.02715e+00,    7.22503e-04,    1.89869e+04,    1.34877e+01,    5.85498e+02,    4.08227e-01,    1.40484e+02,    7.23703e-03,    3.12409e+01,    1.73040e-03,    1.01573e+02,    1.51107e-02,    9.61359e+00,    2.40862e-03,    8.38323e+00,    1.88993e-03,              3
    08/06/21 13:29:36.845,    2.02599e+00,    4.61045e-04,    1.89332e+04,    8.07908e+00,    5.83285e+02,    2.12814e-01,    1.40479e+02,    5.88978e-03,    3.12471e+01,    1.61961e-03,    1.01529e+02,    1.37050e-02,    9.62032e+00,    1.29475e-03,    8.38444e+00,    1.15228e-03,              3
    08/06/21 13:29:46.885,    2.02482e+00,    5.10915e-04,    1.89930e+04,    1.53120e+01,    5.86201e+02,    2.49421e-01,    1.40482e+02,    4.74499e-03,    3.12529e+01,    1.62191e-03,    1.01487e+02,    1.68126e-02,    9.61871e+00,    1.85424e-03,    8.38025e+00,    1.56498e-03,              3
    08/06/21 13:29:57.168,    2.02952e+00,    3.10167e-03,    1.90571e+04,    1.73269e+01,    5.82349e+02,    3.72006e+00,    1.40491e+02,    4.09150e-03,    3.12532e+01,    1.14517e-03,    1.01490e+02,    1.18575e-02,    9.61986e+00,    1.03478e-03,    8.38287e+00,    9.44909e-04,              3
    08/06/21 13:30:07.056,    2.10369e+00,    5.57828e-03,    1.89040e+04,    3.10567e+01,    5.14474e+02,    3.69742e+00,    1.40479e+02,    6.30538e-03,    3.12628e+01,    1.47070e-03,    1.01396e+02,    1.79893e-02,    9.61556e+00,    9.83343e-04,    8.38206e+00,    8.67325e-04,              3
    08/06/21 13:30:17.181,    2.13336e+00,    1.11318e-03,    1.82969e+04,    9.24348e+01,    4.64784e+02,    7.17811e+00,    1.40488e+02,    7.89237e-03,    3.12670e+01,    1.59641e-03,    1.01357e+02,    1.75234e-02,    9.61699e+00,    1.04312e-03,    8.38238e+00,    1.15302e-03,              3
    08/06/21 13:30:27.179,    2.11483e+00,    1.49090e-03,    1.72833e+04,    7.11806e+01,    4.20202e+02,    1.13280e+00,    1.40481e+02,    6.63592e-03,    3.12724e+01,    8.43050e-04,    1.01311e+02,    9.89386e-03,    9.61419e+00,    8.75573e-04,    8.38463e+00,    9.04136e-04,              3
    08/06/21 13:30:37.365,    2.10801e+00,    9.06183e-04,    1.69011e+04,    9.96596e+00,    4.05893e+02,    5.54509e-01,    1.40482e+02,    5.93137e-03,    3.12755e+01,    1.47456e-03,    1.01286e+02,    1.11499e-02,    9.61472e+00,    9.47221e-04,    8.38371e+00,    1.29145e-03,              3
    08/06/21 13:30:47.378,    2.10862e+00,    1.64372e-03,    1.68040e+04,    1.92848e+01,    3.95280e+02,    1.63142e+00,    1.40484e+02,    4.79000e-03,    3.12803e+01,    1.12310e-03,    1.01249e+02,    1.27217e-02,    9.61566e+00,    1.17039e-03,    8.38373e+00,    9.29944e-04,              3
    08/06/21 13:30:57.425,    2.08746e+00,    1.87197e-03,    1.61336e+04,    8.82314e+01,    3.88406e+02,    6.10876e-01,    1.40479e+02,    5.47914e-03,    3.12852e+01,    8.34040e-04,    1.01194e+02,    8.25686e-03,    9.61497e+00,    1.19927e-03,    8.38615e+00,    7.47109e-04,              3
