DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4_high_precision        CH4_high_range            CH4                       CH4_dry                   C2H6                      C2H6_dry                  C2C1ratio                 H2O                       CavityPressure            CavityTemp                GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           SpectrumID                GPS_ALTITUDE              GPS_TIME                  
2021-08-06                14:27:36.512              217.26917259              5214.460142               1628260056.512            2                         899                       2.0267673071E+00          0.0000000000E+00          2.0267673071E+00          2.0776408456E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7762136549E+00          4.5002826794E+02          3.0363580704E+01          4.3128082863E+01          -8.2493123355E+01         2.0000000000E+00          4.5002826794E+02          3.0363580704E+01          -1.6812646389E+00         4.0624317169E+01          1.9061857224E+01          2.3000000000E+01          1.9050000000E+02          5.2034858974E+04          
2021-08-06                14:27:37.039              217.26917870              5214.460289               1628260057.040            2                         899                       2.0250016237E+00          0.0000000000E+00          2.0250016237E+00          2.0745873708E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7099204719E+00          4.5005123901E+02          3.0363580704E+01          4.3128083984E+01          -8.2493130207E+01         2.0000000000E+00          4.5005123901E+02          3.0363580704E+01          -1.6812646389E+00         4.0624317169E+01          1.9061857224E+01          2.3000000000E+01          1.9050000000E+02          5.2035390533E+04          
2021-08-06                14:27:37.558              217.26918470              5214.460433               1628260057.558            2                         899                       2.0315593863E+00          0.0000000000E+00          2.0315593863E+00          2.0824551159E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7710037256E+00          4.5005353198E+02          3.0363580704E+01          4.3128084836E+01          -8.2493137018E+01         2.0000000000E+00          4.5005353198E+02          3.0363580704E+01          -1.6211419194E+00         4.0624317169E+01          1.9063671418E+01          2.3000000000E+01          1.9050000000E+02          5.2035901381E+04          
2021-08-06                14:27:38.085              217.26919080              5214.460579               1628260058.085            2                         899                       2.0283660118E+00          0.0000000000E+00          2.0283660118E+00          2.0790335876E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7631218413E+00          4.5005670166E+02          3.0363580704E+01          4.3128087137E+01          -8.2493143320E+01         2.0000000000E+00          4.5005670166E+02          3.0363580704E+01          -1.5380311012E+00         4.0624317169E+01          1.9066179276E+01          2.3000000000E+01          1.9045725726E+02          5.2036427427E+04          
2021-08-06                14:27:38.582              217.26919655              5214.460717               1628260058.582            2                         899                       2.0237928135E+00          0.0000000000E+00          2.0237928135E+00          2.0742325998E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7570662212E+00          4.5005565050E+02          3.0363580704E+01          4.3128089625E+01          -8.2493149124E+01         2.0000000000E+00          4.5005565050E+02          3.0363580704E+01          -1.5841479699E+00         4.0624317169E+01          1.9059377035E+01          2.3000000000E+01          1.9040750751E+02          5.2036924925E+04          
2021-08-06                14:27:39.094              217.26920248              5214.460859               1628260059.094            2                         899                       2.0266115245E+00          0.0000000000E+00          2.0266115245E+00          2.0772455340E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7636681914E+00          4.5004724121E+02          3.0363580704E+01          4.3128091482E+01          -8.2493155187E+01         2.0000000000E+00          4.5004724121E+02          3.0363580704E+01          -1.9530829191E+00         4.0624317169E+01          1.9004959106E+01          2.3000000000E+01          1.9044445575E+02          5.2037444557E+04          
2021-08-06                14:27:39.605              217.26920840              5214.461002               1628260059.606            2                         899                       2.0294723404E+00          0.0000000000E+00          2.0294723404E+00          2.0799675861E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7524873893E+00          4.5002433419E+02          3.0363580704E+01          4.3128093218E+01          -8.2493161263E+01         2.0000000000E+00          4.5002433419E+02          3.0363580704E+01          -1.9530829191E+00         4.0624317169E+01          1.9004959106E+01          2.3000000000E+01          1.9049654120E+02          5.2037965412E+04          
2021-08-06                14:27:40.220              217.26921551              5214.461172               1628260060.220            2                         899                       2.0301072486E+00          0.0000000000E+00          2.0301072486E+00          2.0802420608E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7324796380E+00          4.5002404785E+02          3.0363580704E+01          4.3128094287E+01          -8.2493169293E+01         2.0000000000E+00          4.5002404785E+02          3.0363580704E+01          -1.9530829191E+00         4.0624317169E+01          1.9004959106E+01          2.3000000000E+01          1.9061439842E+02          5.2038571992E+04          
2021-08-06                14:27:40.727              217.26922139              5214.461313               1628260060.728            2                         899                       2.0270630327E+00          0.0000000000E+00          2.0270630327E+00          2.0767743113E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7139200217E+00          4.5005999756E+02          3.0366973806E+01          4.3128095126E+01          -8.2493175754E+01         2.0000000000E+00          4.5005999756E+02          3.0366973806E+01          -1.7102610800E+00         4.0624317169E+01          1.9046519244E+01          2.3000000000E+01          1.9070753564E+02          5.2039075356E+04          
2021-08-06                14:27:41.285              217.26922784              5214.461468               1628260061.285            2                         899                       2.0201275234E+00          0.0000000000E+00          2.0201275234E+00          2.0710083309E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7855025724E+00          4.5007513428E+02          3.0368402481E+01          4.3128096071E+01          -8.2493181426E+01         2.0000000000E+00          4.5007513428E+02          3.0368402481E+01          -1.6080203056E+00         4.0624317169E+01          1.9064018250E+01          2.3000000000E+01          1.9076425662E+02          5.2039642566E+04          
2021-08-06                14:27:41.799              217.26923378              5214.461611               1628260061.799            2                         899                       2.0268058718E+00          0.0000000000E+00          2.0268058718E+00          2.0769704786E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7384101978E+00          4.5002062838E+02          3.0368402481E+01          4.3128097202E+01          -8.2493186607E+01         2.0000000000E+00          4.5002062838E+02          3.0368402481E+01          -1.6135663515E+00         4.0624317169E+01          1.9065040777E+01          2.3000000000E+01          1.9081607495E+02          5.2040160750E+04          
2021-08-06                14:27:42.332              217.26923995              5214.461759               1628260062.332            2                         899                       2.0331892217E+00          0.0000000000E+00          2.0331892217E+00          2.0826129198E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6906554913E+00          4.4997915649E+02          3.0368402481E+01          4.3128098955E+01          -8.2493191864E+01         2.0000000000E+00          4.4997915649E+02          3.0368402481E+01          -1.6177861691E+00         4.0624317169E+01          1.9065818787E+01          2.3000000000E+01          1.9086863905E+02          5.2040686391E+04          
2021-08-06                14:27:42.795              217.26924531              5214.461888               1628260062.795            2                         899                       2.0205899371E+00          0.0000000000E+00          2.0205899371E+00          2.0708392506E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7511556365E+00          4.4998264906E+02          3.0368402481E+01          4.3128100492E+01          -8.2493196721E+01         2.0000000000E+00          4.4998264906E+02          3.0368402481E+01          -1.6177861691E+00         4.0624317169E+01          1.9065818787E+01          2.3000000000E+01          1.9091475076E+02          5.2041147508E+04          
2021-08-06                14:27:43.237              217.26925044              5214.462011               1628260063.238            2                         899                       2.0267948914E+00          0.0000000000E+00          2.0267948914E+00          2.0759563046E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6849584225E+00          4.5001058960E+02          3.0368402481E+01          4.3128101994E+01          -8.2493201979E+01         2.0000000000E+00          4.5001058960E+02          3.0368402481E+01          -1.6177861691E+00         4.0624317169E+01          1.9065818787E+01          2.3000000000E+01          1.9095981689E+02          5.2041598169E+04          
2021-08-06                14:27:43.740              217.26925626              5214.462150               1628260063.741            2                         899                       2.0292482067E+00          0.0000000000E+00          2.0292482067E+00          2.0784711282E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6850650098E+00          4.5005322379E+02          3.0368402481E+01          4.3128103333E+01          -8.2493207948E+01         2.0000000000E+00          4.5005322379E+02          3.0368402481E+01          -1.5821987994E+00         4.0624317169E+01          1.9063194769E+01          2.3000000000E+01          1.9098901322E+02          5.2042109868E+04          
