DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               CH4_high_precision        CH4_high_range            CH4                       CH4_dry                   C2H6                      C2H6_dry                  C2C1ratio                 H2O                       CavityPressure            CavityTemp                GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   CavityPressure            CavityTemp                Battery_Current           Battery_Temperature       Battery_Voltage           SpectrumID                GPS_ALTITUDE              GPS_TIME                  
2021-08-06                21:21:22.944              217.55651557              5221.356374               1628284882.945            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986163330E+02          3.3852897644E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986163330E+02          3.3852897644E+01          -1.5819778442E+00         3.5892803192E+01          1.8846149445E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:23.444              217.55652135              5221.356512               1628284883.445            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986163330E+02          3.3852897644E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986163330E+02          3.3852897644E+01          -1.5819778442E+00         3.5892803192E+01          1.8846149445E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:23.937              217.55652705              5221.356649               1628284883.937            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986599995E+02          3.3852897644E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986599995E+02          3.3852897644E+01          -1.5819778442E+00         3.5892803192E+01          1.8846149445E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:24.440              217.55653288              5221.356789               1628284884.441            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986255335E+02          3.3852897644E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986255335E+02          3.3852897644E+01          -1.5929494081E+00         3.5892803192E+01          1.8836613267E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:25.028              217.55653968              5221.356952               1628284885.028            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4985961839E+02          3.3851642279E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4985961839E+02          3.3851642279E+01          -1.6320934472E+00         3.5892803192E+01          1.8818029945E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:25.573              217.55654600              5221.357104               1628284885.574            0                         899                       -2.5077098586E-02         0.0000000000E+00          -2.5077098586E-02         -2.5077098586E-02         0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986282349E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986282349E+02          3.3849906921E+01          -1.6698710918E+00         3.5892803192E+01          1.8806537628E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:26.069              217.55655172              5221.357241               1628284886.069            2                         899                       4.1295910965E+00          0.0000000000E+00          4.1295910965E+00          4.2295806628E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6803332114E+00          4.4986680207E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4986680207E+02          3.3849906921E+01          -1.6638427517E+00         3.5892803192E+01          1.8808404711E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:26.601              217.55655789              5221.357389               1628284886.602            2                         899                       4.1602298510E+00          0.0000000000E+00          4.1602298510E+00          4.2589974708E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6292907917E+00          4.4989524069E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4989524069E+02          3.3849906921E+01          -1.6210415363E+00         3.5892803192E+01          1.8821660995E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:27.138              217.55656410              5221.357538               1628284887.138            2                         899                       4.2100952628E+00          0.0000000000E+00          4.2100952628E+00          4.3066181759E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.5411217075E+00          4.4989494795E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4989494795E+02          3.3849906921E+01          -1.6235734371E+00         3.5892803192E+01          1.8822501312E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:27.641              217.55656993              5221.357678               1628284887.642            2                         899                       4.1978492974E+00          0.0000000000E+00          4.1978492974E+00          4.3009482813E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.7178255649E+00          4.4991399167E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4991399167E+02          3.3849906921E+01          -1.6503392458E+00         3.5892803192E+01          1.8831384659E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
2021-08-06                21:21:28.173              217.55657608              5221.357826               1628284888.173            2                         899                       4.1964403910E+00          0.0000000000E+00          4.1964403910E+00          4.2978038057E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          2.6740286816E+00          4.4992785645E+02          3.3849906921E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.4992785645E+02          3.3849906921E+01          -1.6503392458E+00         3.5892803192E+01          1.8831384659E+01          2.3000000000E+01          0.0000000000E+00          0.0000000000E+00          
